Station Carrefour ID,Date,Enseigne Concurrente,Produit,Inférieur,Supérieur,Égal
71100002,2024-01-28,Auchan,GPLc,0,1,0
50300001,2024-03-15,Leclerc,GPLc,1,1,0
50300001,2024-06-10,Systéme U,GPLc,1,0,0
13220003,2024-05-08,Total,GPLc,0,2,0
38240003,2024-08-10,Systéme U,GPLc,0,1,0
38150001,2024-04-13,Intermarché,GPLc,0,1,0
34600001,2024-06-03,Auchan,GPLc,1,0,0
34600001,2024-04-14,Leclerc,GPLc,0,0,1
29300004,2024-05-03,Intermarché,GPLc,1,0,1
31190003,2024-07-08,Auchan,GPLc,1,0,0
59160002,2024-02-12,Systéme U,GPLc,0,1,0
71100002,2024-06-07,BP,GPLc,0,1,0
30900002,2024-04-27,Intermarché,GPLc,0,2,0
94430003,2024-07-14,Total Access,GPLc,0,13,0
31170001,2024-02-02,Total,GPLc,1,0,0
59160002,2024-05-09,Auchan,GPLc,3,0,0
78410002,2024-02-20,Auchan,GPLc,1,0,0
59290001,2024-03-25,CORA,GPLc,0,3,0
56006001,2024-06-09,Leclerc,GPLc,0,0,1
12400001,2024-07-09,Leclerc,GPLc,0,0,1
59160002,2024-02-28,Systéme U,GPLc,0,1,0
31370001,2024-04-14,Systéme U,GPLc,1,0,1
13220003,2024-07-09,Avia,GPLc,0,2,0
50300001,2024-02-10,Intermarché,GPLc,0,1,0
62901001,2024-07-27,Total,GPLc,1,1,0
13741001,2024-06-12,Géant,GPLc,1,0,0
56006001,2024-01-03,Avia,GPLc,0,1,0
29280001,2024-07-10,Total,GPLc,0,1,0
31370001,2024-07-18,Systéme U,GPLc,1,0,1
13220003,2024-02-27,ENI,GPLc,0,2,0
38150001,2024-02-12,BP,GPLc,0,5,0
59160002,2024-06-18,Systéme U,GPLc,0,1,0
38240003,2024-01-14,Total,GPLc,0,1,2
94430003,2024-02-08,Systéme U,GPLc,0,1,0
13741001,2024-04-23,ENI,GPLc,0,2,0
78410002,2024-06-06,Total Access,GPLc,0,4,1
29196001,2024-05-06,Total,GPLc,0,1,0
94430003,2024-03-06,BP,GPLc,0,14,0
59290001,2024-06-14,Total Access,GPLc,0,4,0
78120003,2024-04-30,Intermarché,GPLc,0,1,0
59430001,2024-05-16,Auchan,GPLc,1,0,0
38150001,2024-07-03,ENI,GPLc,0,1,0
31370001,2024-04-07,Intermarché,GPLc,2,0,0
71100002,2024-06-05,ENI,GPLc,0,1,0
29290001,2024-06-09,Géant,GPLc,0,1,0
17170003,2024-06-21,Total,GPLc,0,1,0
13220003,2024-02-11,BP,GPLc,0,1,0
29290001,2024-08-03,Total Access,GPLc,0,2,0
94430003,2024-05-24,Total,GPLc,0,11,0
71100002,2024-07-03,Leclerc,GPLc,0,3,0
17170003,2024-05-29,Avia,GPLc,0,1,0
17170003,2024-05-15,Avia,GPLc,0,1,0
30900002,2024-07-16,Intermarché,GPLc,0,2,0
29196001,2024-04-08,Total,GPLc,0,1,0
56190011,2024-04-14,Auchan,GPLc,1,0,0
59290001,2024-05-29,Total Access,GPLc,0,4,0
31370001,2024-06-19,Total Access,GPLc,3,0,0
59430001,2024-02-19,Auchan,GPLc,1,0,0
59290001,2024-05-31,Systéme U,GPLc,0,1,0
31170001,2024-04-05,Leclerc,GPLc,2,0,0
71100002,2024-03-15,Géant,GPLc,0,1,0
38150001,2024-02-18,ENI,GPLc,0,1,0
30900002,2024-01-15,Intermarché,GPLc,0,2,0
31370001,2024-01-07,Auchan,GPLc,1,0,0
29196001,2024-01-22,Total Access,GPLc,0,0,1
78120003,2024-07-20,Avia,GPLc,0,1,0
31170001,2024-04-07,Total,GPLc,1,0,0
78120003,2024-04-24,Esso,GPLc,0,1,0
13741001,2024-01-18,Géant,GPLc,1,2,0
31370001,2024-01-26,Auchan,GPLc,1,0,0
6156001,2024-01-07,Géant,GPLc,1,0,1
59160002,2024-04-24,Intermarché,GPLc,1,0,0
56006001,2024-06-05,Avia,GPLc,0,1,0
31190003,2024-05-26,Systéme U,GPLc,1,1,0
47200008,2024-04-12,Systéme U,GPLc,1,0,0
29280001,2024-06-18,Total Access,GPLc,0,2,0
31170001,2024-01-05,Total Access,GPLc,3,0,0
69132001,2024-01-11,Roady,GPLc,0,1,0
22200003,2024-08-06,Total Access,GPLc,0,2,0
60280001,2024-03-07,Auchan,GPLc,0,1,0
6156001,2024-03-17,Géant,GPLc,1,0,1
31170001,2024-06-18,Total,GPLc,1,0,0
47200008,2024-05-20,Leclerc,GPLc,3,0,2
29290001,2024-06-05,Total Access,GPLc,0,2,0
13220003,2024-04-21,Total Access,GPLc,0,1,6
94430003,2024-04-24,Total,GPLc,0,11,0
30900002,2024-05-19,Intermarché,GPLc,0,2,0
78410002,2024-07-28,Total Access,GPLc,3,2,0
35301001,2024-06-07,Systéme U,GPLc,1,2,0
69200001,2024-02-16,Auchan,GPLc,1,2,0
59290001,2024-07-02,Total,GPLc,0,2,0
13741001,2024-02-10,Total Access,GPLc,6,1,0
38150001,2024-03-10,Avia,GPLc,0,3,0
59290001,2024-07-17,Intermarché,GPLc,0,1,0
38150001,2024-02-24,Avia,GPLc,0,3,0
78410002,2024-02-15,Avia,GPLc,0,2,0
31370001,2024-01-08,Total,GPLc,1,1,0
78410002,2024-07-07,Total Access,GPLc,0,4,1
69132001,2024-01-30,Systéme U,GPLc,0,1,0
38150001,2024-07-04,Intermarché,GPLc,0,1,0
69200001,2024-06-23,Systéme U,GPLc,0,1,0
69200001,2024-06-29,Dyneff,GPLc,0,1,0
15100005,2024-03-16,Intermarché,GPLc,1,0,0
31370001,2024-01-30,Systéme U,GPLc,0,0,2
78410002,2024-06-25,Intermarché,GPLc,0,1,0
71100002,2024-03-29,Auchan,GPLc,0,1,0
13741001,2024-05-09,ENI,GPLc,0,2,0
31190003,2024-03-05,Avia,GPLc,0,1,0
59160002,2024-07-24,CORA,GPLc,3,1,0
59160002,2024-05-18,Avia,GPLc,0,2,0
56190011,2024-05-11,Auchan,GPLc,1,0,0
31190003,2024-03-17,Total Access,GPLc,3,0,0
29196001,2024-07-20,Leclerc,GPLc,3,0,0
31170001,2024-05-29,Total,GPLc,1,0,0
69132001,2024-07-25,BP,GPLc,0,3,0
31170001,2024-02-08,Avia,GPLc,0,1,0
69200001,2024-02-06,Systéme U,GPLc,0,1,0
59160002,2024-07-23,Systéme U,GPLc,0,1,0
56006001,2024-05-08,Total,GPLc,0,1,0
38150001,2024-03-10,BP,GPLc,0,5,0
59290001,2024-04-13,Total Access,GPLc,0,5,0
22200003,2024-02-21,Total Access,GPLc,0,2,0
69200001,2024-05-06,ENI,GPLc,0,1,0
38150001,2024-01-11,Total Access,GPLc,2,3,0
38240003,2024-07-23,Avia,GPLc,0,1,0
29300004,2024-06-20,Avia,GPLc,0,1,0
34600001,2024-05-01,Auchan,GPLc,1,0,0
13220003,2024-06-11,ENI,GPLc,0,2,0
13220003,2024-03-28,Géant,GPLc,3,0,0
74200003,2024-08-02,Avia,GPLc,0,1,0
62901001,2024-01-22,Esso,GPLc,1,0,0
34600001,2024-03-01,Dyneff,GPLc,1,0,0
34600001,2024-08-02,Dyneff,GPLc,1,0,0
31190003,2024-04-12,Total Access,GPLc,3,0,0
31190003,2024-05-28,Systéme U,GPLc,1,1,0
38150001,2024-07-10,BP,GPLc,0,5,0
69132001,2024-07-26,Auchan,GPLc,1,1,1
56006001,2024-06-10,Total,GPLc,0,1,0
94430003,2024-07-26,Total,GPLc,0,11,0
69200001,2024-01-15,Total Access,GPLc,1,0,0
78410002,2024-05-11,Intermarché,GPLc,0,1,0
69132001,2024-06-14,Total,GPLc,0,1,0
31370001,2024-02-16,Systéme U,GPLc,1,0,1
74200003,2024-05-04,Avia,GPLc,0,1,0
30900002,2024-07-08,Intermarché,GPLc,0,2,0
69132001,2024-03-21,ENI,GPLc,0,1,0
78410002,2024-02-12,Avia,GPLc,0,2,0
34600001,2024-06-20,Intermarché,GPLc,1,0,0
31370001,2024-03-31,Avia,GPLc,1,0,0
31190003,2024-05-01,Intermarché,GPLc,1,0,2
59290001,2024-06-14,Auchan,GPLc,0,3,0
59430001,2024-02-12,CORA,GPLc,1,0,0
34600001,2024-07-12,Auchan,GPLc,1,0,0
78410002,2024-01-04,Avia,GPLc,0,2,0
69200001,2024-07-08,Dyneff,GPLc,0,1,0
13220003,2024-03-11,Géant,GPLc,1,2,0
69132001,2024-05-11,Total Access,GPLc,1,0,0
29280001,2024-02-05,Géant,GPLc,1,0,0
59290001,2024-01-02,Intermarché,GPLc,0,1,0
34600001,2024-04-18,Total Access,GPLc,1,0,0
38150001,2024-02-06,Avia,GPLc,0,3,0
47200008,2024-07-22,Intermarché,GPLc,1,0,0
34600001,2024-06-29,Dyneff,GPLc,1,0,0
34600001,2024-01-26,Auchan,GPLc,1,0,0
62901001,2024-07-22,Total,GPLc,1,1,0
59290001,2024-06-29,Systéme U,GPLc,0,1,0
47200008,2024-06-14,Leclerc,GPLc,3,0,2
94430003,2024-07-07,Leclerc,GPLc,0,1,0
29280001,2024-04-09,Total Access,GPLc,0,2,0
13741001,2024-02-09,Total Access,GPLc,6,1,0
69200001,2024-06-10,Total Access,GPLc,0,1,0
22200003,2024-02-08,Intermarché,GPLc,0,1,0
59160002,2024-08-02,Auchan,GPLc,3,0,0
38240003,2024-01-29,Total Access,GPLc,0,3,1
38150001,2024-04-08,ENI,GPLc,0,1,0
50300001,2024-05-06,Systéme U,GPLc,1,0,0
29300004,2024-02-13,Casino,GPLc,0,1,0
38240003,2024-03-26,Total Access,GPLc,0,3,1
38150001,2024-04-15,Leclerc,GPLc,0,1,0
50300001,2024-06-22,Intermarché,GPLc,0,1,0
56190011,2024-04-22,Avia,GPLc,0,2,0
29300004,2024-05-26,Total Access,GPLc,1,2,0
47200008,2024-03-26,Leclerc,GPLc,5,0,0
71100002,2024-06-14,Leclerc,GPLc,0,3,0
38240003,2024-04-07,Total Access,GPLc,0,3,1
13220003,2024-03-20,Géant,GPLc,1,2,0
31370001,2024-02-22,Intermarché,GPLc,2,0,0
69200001,2024-05-10,Total Access,GPLc,0,0,1
69132001,2024-07-26,Systéme U,GPLc,0,1,0
29196001,2024-04-27,Total Access,GPLc,0,0,1
78410002,2024-03-31,Total,GPLc,0,4,0
29300004,2024-07-23,Total Access,GPLc,1,2,0
17170003,2024-08-11,Avia,GPLc,0,1,0
69200001,2024-03-03,Total Access,GPLc,1,0,0
59160002,2024-08-01,Systéme U,GPLc,0,1,0
47200008,2024-07-27,Leclerc,GPLc,3,0,2
31190003,2024-06-21,Systéme U,GPLc,1,1,0
13220003,2024-05-03,ENI,GPLc,0,2,0
29196001,2024-03-06,Total,GPLc,0,1,0
78410002,2024-05-01,Avia,GPLc,0,2,0
59290001,2024-08-08,Avia,GPLc,0,2,0
59430001,2024-07-23,Total Access,GPLc,0,0,1
56190011,2024-04-22,Leclerc,GPLc,1,0,1
60280001,2024-02-08,Total,GPLc,0,1,0
31190003,2024-03-05,Intermarché,GPLc,1,0,2
38240003,2024-03-11,Avia,GPLc,0,1,0
31170001,2024-03-13,Systéme U,GPLc,1,2,0
56006001,2024-05-26,Intermarché,GPLc,0,1,0
31370001,2024-02-25,Avia,GPLc,1,0,0
78120003,2024-03-31,Esso,GPLc,0,1,0
6156001,2024-03-29,Total,GPLc,0,3,0
29300004,2024-03-03,Total Access,GPLc,1,2,0
31170001,2024-01-16,Total,GPLc,1,0,0
59160002,2024-07-19,Total Access,GPLc,5,0,0
31170001,2024-06-24,Avia,GPLc,0,1,0
38240003,2024-04-26,Total Access,GPLc,0,3,1
38240003,2024-04-06,Avia,GPLc,0,1,0
31170001,2024-01-06,Auchan,GPLc,1,0,0
29300004,2024-03-16,Avia,GPLc,0,1,0
69200001,2024-03-05,Auchan,GPLc,1,2,0
31170001,2024-05-09,Géant,GPLc,1,0,0
38150001,2024-05-29,Avia,GPLc,0,3,0
38150001,2024-02-12,Intermarché,GPLc,0,1,0
59160002,2024-02-13,CORA,GPLc,0,4,0
13220003,2024-03-13,Avia,GPLc,0,2,0
69132001,2024-05-16,Avia,GPLc,0,2,0
78120003,2024-05-07,Auchan,GPLc,0,1,0
13741001,2024-03-12,ENI,GPLc,0,1,1
38240003,2024-05-10,Total,GPLc,2,1,0
94430003,2024-07-03,Auchan,GPLc,0,1,0
31220002,2024-02-24,Systéme U,GPLc,1,0,1
31220002,2024-04-26,Intermarché,GPLc,1,0,0
78120003,2024-03-10,Total,GPLc,0,3,0
56006001,2024-07-01,Leclerc,GPLc,0,1,0
17170003,2024-07-17,Systéme U,GPLc,1,2,0
31170001,2024-02-22,Total,GPLc,1,0,0
69132001,2024-03-11,Auchan,GPLc,1,1,1
13741001,2024-08-06,BP,GPLc,0,1,0
69132001,2024-04-21,ENI,GPLc,0,1,0
50300001,2024-04-05,Leclerc,GPLc,1,1,0
47200008,2024-01-26,Intermarché,GPLc,1,0,0
47200008,2024-05-18,Systéme U,GPLc,1,0,0
59290001,2024-03-11,Total Access,GPLc,0,5,0
34600001,2024-07-11,Auchan,GPLc,1,0,0
31370001,2024-01-27,Avia,GPLc,1,0,0
4000001,2024-05-06,Auchan,GPLc,0,1,0
13741001,2024-05-01,BP,GPLc,0,1,0
59290001,2024-07-19,Systéme U,GPLc,0,1,0
71100002,2024-06-11,Géant,GPLc,0,1,0
31220002,2024-05-15,Intermarché,GPLc,1,0,0
6156001,2024-04-11,Avia,GPLc,0,2,0
38150001,2024-07-21,ENI,GPLc,0,1,0
30900002,2024-02-23,Intermarché,GPLc,0,2,0
29280001,2024-01-07,Total,GPLc,0,1,0
22200003,2024-03-26,Intermarché,GPLc,0,1,0
34600001,2024-05-27,Intermarché,GPLc,1,0,0
50300001,2024-05-17,Intermarché,GPLc,0,1,0
94430003,2024-01-11,Total,GPLc,0,11,0
47200008,2024-03-19,Systéme U,GPLc,1,0,0
78120003,2024-07-09,BP,GPLc,0,4,0
31370001,2024-06-05,Auchan,GPLc,1,0,0
60280001,2024-02-17,Esso,GPLc,0,1,0
59430001,2024-01-14,Total Access,GPLc,1,0,0
29280001,2024-04-07,Total,GPLc,0,1,0
56006001,2024-06-22,Avia,GPLc,0,1,0
69200001,2024-07-26,BP,GPLc,0,3,0
31370001,2024-07-20,Auchan,GPLc,1,0,0
29300004,2024-04-26,Intermarché,GPLc,1,0,1
78410002,2024-05-05,Total Access,GPLc,0,4,1
31170001,2024-07-12,Avia,GPLc,0,1,0
22200003,2024-04-28,Intermarché,GPLc,0,1,0
29280001,2024-06-01,Total,GPLc,0,1,0
94430003,2024-06-08,Total,GPLc,0,11,0
34600001,2024-07-14,Systéme U,GPLc,0,1,0
13220003,2024-05-06,Total,GPLc,0,2,0
31170001,2024-06-09,Total,GPLc,1,0,0
29280001,2024-05-01,Total,GPLc,0,1,0
6156001,2024-03-22,Géant,GPLc,1,0,1
78410002,2024-06-26,Avia,GPLc,0,2,0
59290001,2024-01-25,Intermarché,GPLc,0,1,0
31190003,2024-07-18,Total,GPLc,1,0,0
31190003,2024-06-08,Total,GPLc,1,0,0
34600001,2024-01-30,Systéme U,GPLc,0,1,0
78120003,2024-02-28,Intermarché,GPLc,0,1,0
56006001,2024-08-02,Total,GPLc,0,1,0
31190003,2024-07-25,Systéme U,GPLc,1,1,0
13220003,2024-01-01,Total,GPLc,0,2,0
31190003,2024-07-27,Systéme U,GPLc,1,1,0
69132001,2024-04-01,Total Access,GPLc,1,0,0
38240003,2024-06-08,Total Access,GPLc,0,3,1
38150001,2024-01-21,Systéme U,GPLc,0,1,0
29280001,2024-03-04,Total,GPLc,0,1,0
50300001,2024-02-10,Systéme U,GPLc,1,0,0
13220003,2024-05-15,Avia,GPLc,0,2,0
59290001,2024-07-09,Auchan,GPLc,0,3,0
13741001,2024-07-12,Total Access,GPLc,6,1,0
29300004,2024-07-05,Avia,GPLc,0,1,0
69132001,2024-03-07,Roady,GPLc,0,1,0
13741001,2024-03-12,Auchan,GPLc,1,0,0
34600001,2024-04-20,Leclerc,GPLc,0,0,1
59290001,2024-07-22,Avia,GPLc,0,2,0
69200001,2024-03-02,Dyneff,GPLc,0,1,0
38150001,2024-01-26,Géant,GPLc,0,2,0
69200001,2024-07-06,Auchan,GPLc,0,3,0
13220003,2024-07-15,BP,GPLc,0,1,0
34600001,2024-01-23,Total Access,GPLc,1,0,0
78410002,2024-05-23,Intermarché,GPLc,0,1,0
59290001,2024-04-08,Auchan,GPLc,0,3,0
60280001,2024-01-30,Total,GPLc,0,1,0
15100005,2024-01-16,Intermarché,GPLc,1,0,0
13741001,2024-05-25,BP,GPLc,0,1,0
59160002,2024-06-09,Auchan,GPLc,3,0,0
38240003,2024-07-12,Systéme U,GPLc,0,1,0
56190011,2024-05-15,Leclerc,GPLc,2,0,0
13220003,2024-02-14,Total Access,GPLc,0,1,6
59160002,2024-01-31,Total,GPLc,1,2,0
38240003,2024-06-13,Avia,GPLc,0,1,0
38240003,2024-05-12,Systéme U,GPLc,0,1,0
78120003,2024-06-15,Total Access,GPLc,0,5,0
71100002,2024-02-18,BP,GPLc,0,1,0
31170001,2024-05-28,Total,GPLc,1,0,0
94430003,2024-06-17,Leclerc,GPLc,0,1,0
22200003,2024-06-28,Intermarché,GPLc,0,1,0
31170001,2024-06-14,Systéme U,GPLc,2,1,0
29196001,2024-06-17,Total Access,GPLc,0,0,1
31370001,2024-04-23,Avia,GPLc,1,0,0
71100002,2024-05-30,Leclerc,GPLc,0,3,0
78410002,2024-07-06,Total,GPLc,0,4,0
69132001,2024-02-19,Systéme U,GPLc,0,1,0
59160002,2024-07-14,Systéme U,GPLc,0,1,0
78120003,2024-08-12,Intermarché,GPLc,0,1,0
13741001,2024-03-19,Total,GPLc,1,2,0
38150001,2024-07-14,Dyneff,GPLc,0,1,0
13220003,2024-02-17,Avia,GPLc,0,2,0
31170001,2024-05-03,Leclerc,GPLc,2,0,0
29196001,2024-04-17,Total,GPLc,0,1,0
38150001,2024-02-17,Leclerc,GPLc,0,1,0
35301001,2024-06-27,Systéme U,GPLc,0,3,0
13220003,2024-01-19,Leclerc,GPLc,1,0,0
17170003,2024-01-07,Intermarché,GPLc,1,1,0
71100002,2024-05-09,BP,GPLc,0,1,0
69132001,2024-02-11,Systéme U,GPLc,0,1,0
47200008,2024-03-06,Systéme U,GPLc,1,0,0
38150001,2024-06-03,Dyneff,GPLc,0,1,0
38150001,2024-04-08,Total,GPLc,0,2,0
62901001,2024-05-30,Total,GPLc,1,1,0
78120003,2024-02-01,BP,GPLc,0,5,0
31170001,2024-05-26,Total Access,GPLc,3,0,0
78410002,2024-06-17,Auchan,GPLc,1,0,0
13741001,2024-05-12,Géant,GPLc,3,0,0
31220002,2024-01-03,Intermarché,GPLc,1,0,0
56190011,2024-04-08,Auchan,GPLc,1,0,0
12400001,2024-06-26,Leclerc,GPLc,0,0,1
69132001,2024-01-01,Roady,GPLc,0,1,0
4000001,2024-04-15,Auchan,GPLc,0,1,0
29300004,2024-04-07,Intermarché,GPLc,1,0,1
31370001,2024-02-05,Systéme U,GPLc,0,0,2
62901001,2024-07-24,Esso,GPLc,0,1,0
4000001,2024-01-31,Systéme U,GPLc,0,1,0
69200001,2024-05-19,Systéme U,GPLc,0,1,0
17170003,2024-06-25,Total Access,GPLc,0,2,0
35301001,2024-05-25,Intermarché,GPLc,0,1,0
31190003,2024-01-17,Géant,GPLc,1,0,0
78410002,2024-05-27,Auchan,GPLc,1,0,0
13741001,2024-08-05,Total,GPLc,0,2,1
29300004,2024-07-14,Avia,GPLc,0,1,0
17170003,2024-05-28,Systéme U,GPLc,1,2,0
31190003,2024-01-16,Auchan,GPLc,1,0,0
59160002,2024-03-25,Intermarché,GPLc,0,1,0
78120003,2024-02-09,Total Access,GPLc,0,5,0
59290001,2024-02-15,Total Access,GPLc,0,5,0
31370001,2024-04-05,Géant,GPLc,1,0,0
31190003,2024-05-03,Auchan,GPLc,1,0,0
59290001,2024-02-07,Intermarché,GPLc,0,1,0
29196001,2024-07-28,Total Access,GPLc,0,0,1
94430003,2024-02-12,Esso,GPLc,0,5,0
31170001,2024-04-03,Avia,GPLc,0,1,0
59430001,2024-02-01,Auchan,GPLc,1,0,0
38150001,2024-05-21,Leclerc,GPLc,0,1,0
6156001,2024-01-09,Total,GPLc,0,3,0
69200001,2024-02-20,Total Access,GPLc,1,0,0
94430003,2024-05-31,Auchan,GPLc,0,1,0
30900002,2024-03-09,Intermarché,GPLc,0,2,0
47200008,2024-03-23,Systéme U,GPLc,1,0,0
13741001,2024-04-05,Total,GPLc,1,2,0
13741001,2024-02-08,Géant,GPLc,1,2,0
69200001,2024-06-06,Total Access,GPLc,0,1,0
38240003,2024-01-21,Avia,GPLc,0,1,0
31370001,2024-06-05,Intermarché,GPLc,2,0,0
29196001,2024-02-17,Total,GPLc,0,1,0
78120003,2024-06-07,BP,GPLc,0,4,0
31190003,2024-06-22,Systéme U,GPLc,1,1,0
69132001,2024-01-21,Esso,GPLc,0,0,1
56190011,2024-04-23,Avia,GPLc,0,2,0
71100002,2024-06-07,ENI,GPLc,0,1,0
71100002,2024-02-06,Géant,GPLc,0,1,0
59290001,2024-07-15,Total,GPLc,0,2,0
31170001,2024-01-31,Total Access,GPLc,3,0,0
69200001,2024-02-22,Avia,GPLc,0,2,0
71100002,2024-07-09,Leclerc,GPLc,0,3,0
17170003,2024-06-17,Systéme U,GPLc,1,2,0
59160002,2024-01-13,Intermarché,GPLc,0,1,0
50300001,2024-02-24,Systéme U,GPLc,1,0,0
59290001,2024-07-06,Intermarché,GPLc,0,1,0
6156001,2024-03-13,Géant,GPLc,1,0,1
59160002,2024-01-20,CORA,GPLc,0,4,0
69200001,2024-03-18,ENI,GPLc,0,1,0
31190003,2024-02-17,Intermarché,GPLc,1,0,2
56190011,2024-04-27,Auchan,GPLc,1,0,0
69132001,2024-04-12,Systéme U,GPLc,0,1,0
69132001,2024-07-14,Avia,GPLc,0,2,0
47200008,2024-01-18,Leclerc,GPLc,4,1,0
69200001,2024-06-15,Systéme U,GPLc,0,1,0
94430003,2024-07-25,Auchan,GPLc,0,1,0
17170003,2024-05-07,Total Access,GPLc,0,2,0
78410002,2024-02-26,Auchan,GPLc,1,0,0
17170003,2024-07-27,Avia,GPLc,0,1,0
94430003,2024-03-11,Systéme U,GPLc,0,1,0
31190003,2024-06-23,Auchan,GPLc,1,0,0
38150001,2024-02-24,Total,GPLc,0,2,0
15100005,2024-01-04,Intermarché,GPLc,1,0,0
22200003,2024-04-15,Intermarché,GPLc,0,1,0
59160002,2024-01-04,Auchan,GPLc,3,0,0
31170001,2024-08-03,Avia,GPLc,0,1,0
62901001,2024-08-11,Esso,GPLc,0,1,0
6156001,2024-04-17,BP,GPLc,0,2,0
38150001,2024-04-21,Géant,GPLc,0,2,0
59430001,2024-02-23,Total Access,GPLc,1,0,0
31170001,2024-05-02,Total,GPLc,1,0,0
94430003,2024-01-26,Leclerc,GPLc,0,1,0
50300001,2024-01-08,Intermarché,GPLc,0,1,0
31170001,2024-04-16,Géant,GPLc,1,0,0
31170001,2024-04-17,Total,GPLc,1,0,0
13220003,2024-07-18,Avia,GPLc,0,2,0
35301001,2024-05-14,Leclerc,GPLc,1,0,0
17170003,2024-07-21,Intermarché,GPLc,0,2,0
94430003,2024-06-30,Systéme U,GPLc,0,1,0
78120003,2024-05-19,Esso,GPLc,0,1,0
78120003,2024-06-02,Avia,GPLc,0,1,0
13220003,2024-02-03,Avia,GPLc,0,2,0
34600001,2024-07-28,Total Access,GPLc,1,0,0
31170001,2024-05-17,Auchan,GPLc,1,0,0
59290001,2024-02-01,Auchan,GPLc,0,3,0
69132001,2024-01-04,Avia,GPLc,0,2,0
29300004,2024-06-05,Intermarché,GPLc,1,0,1
94430003,2024-08-01,Avia,GPLc,0,3,0
29196001,2024-05-20,Total,GPLc,0,1,0
31170001,2024-06-04,Avia,GPLc,0,1,0
17170003,2024-07-07,Avia,GPLc,0,1,0
31370001,2024-07-01,Total Access,GPLc,3,0,0
59430001,2024-01-08,CORA,GPLc,1,0,0
31170001,2024-02-04,Systéme U,GPLc,1,2,0
69200001,2024-07-30,Total Access,GPLc,0,1,0
34600001,2024-01-29,Systéme U,GPLc,0,1,0
60280001,2024-01-25,Total,GPLc,0,1,0
59160002,2024-02-17,Systéme U,GPLc,0,1,0
31170001,2024-01-13,Total,GPLc,1,0,0
29290001,2024-02-05,Total Access,GPLc,2,0,0
38240003,2024-06-02,Total,GPLc,0,1,2
13741001,2024-01-09,Total,GPLc,0,3,0
78410002,2024-05-13,Auchan,GPLc,1,0,0
17170003,2024-02-18,Avia,GPLc,0,1,0
94430003,2024-06-03,Total Access,GPLc,0,13,0
56006001,2024-02-03,Intermarché,GPLc,0,1,0
69132001,2024-08-11,ENI,GPLc,0,1,0
56190011,2024-06-08,Auchan,GPLc,1,0,0
69132001,2024-06-01,Total,GPLc,0,1,0
59290001,2024-04-05,Avia,GPLc,0,2,0
71100002,2024-07-11,Géant,GPLc,0,1,0
69200001,2024-01-08,BP,GPLc,0,3,0
69200001,2024-07-15,Systéme U,GPLc,0,1,0
6156001,2024-02-29,Total,GPLc,0,3,0
56190011,2024-01-01,Avia,GPLc,2,0,0
94430003,2024-03-31,Esso,GPLc,1,4,0
56190011,2024-01-22,Géant,GPLc,1,0,0
60280001,2024-05-29,Esso,GPLc,0,1,0
50300001,2024-02-01,Systéme U,GPLc,1,0,0
13220003,2024-06-07,Géant,GPLc,0,1,1
50300001,2024-02-13,Systéme U,GPLc,1,0,0
69132001,2024-05-22,ENI,GPLc,0,1,0
29290001,2024-06-26,Géant,GPLc,0,1,0
13741001,2024-02-01,Géant,GPLc,1,2,0
78120003,2024-04-11,Intermarché,GPLc,1,0,0
69132001,2024-01-31,Avia,GPLc,0,2,0
69200001,2024-06-24,Total Access,GPLc,0,1,0
29196001,2024-05-12,Géant,GPLc,0,0,1
78410002,2024-01-30,Total,GPLc,0,4,0
29290001,2024-01-27,Total,GPLc,0,1,0
38150001,2024-03-25,BP,GPLc,0,5,0
69200001,2024-03-11,Total Access,GPLc,1,0,0
29280001,2024-07-24,Total,GPLc,0,1,0
6156001,2024-03-12,Total,GPLc,0,3,0
56190011,2024-06-12,Leclerc,GPLc,2,0,0
17170003,2024-08-01,Systéme U,GPLc,1,2,0
31370001,2024-01-05,Total,GPLc,1,1,0
69132001,2024-04-26,Systéme U,GPLc,0,1,0
69200001,2024-03-07,Roady,GPLc,0,1,0
13220003,2024-04-24,ENI,GPLc,0,2,0
29280001,2024-01-02,Géant,GPLc,0,1,0
59290001,2024-07-20,Avia,GPLc,0,2,0
69200001,2024-06-27,Total,GPLc,0,1,0
59160002,2024-04-03,CORA,GPLc,1,3,0
69200001,2024-05-16,Systéme U,GPLc,0,1,0
50300001,2024-07-20,Systéme U,GPLc,1,0,0
56006001,2024-07-27,Total Access,GPLc,0,1,0
94430003,2024-02-15,Avia,GPLc,0,3,0
78120003,2024-03-01,Auchan,GPLc,1,0,0
69132001,2024-04-21,Auchan,GPLc,1,1,1
50300001,2024-07-10,Systéme U,GPLc,1,0,0
59290001,2024-05-06,Avia,GPLc,0,2,0
12400001,2024-05-08,Leclerc,GPLc,0,0,1
59290001,2024-06-21,CORA,GPLc,0,3,0
47200008,2024-04-13,Intermarché,GPLc,1,0,0
12400001,2024-02-27,Leclerc,GPLc,0,0,1
34600001,2024-05-18,Auchan,GPLc,1,0,0
69132001,2024-06-29,Roady,GPLc,0,1,0
13741001,2024-02-24,Total,GPLc,1,2,0
38150001,2024-03-08,Géant,GPLc,0,2,0
31370001,2024-05-31,Auchan,GPLc,1,0,0
30900002,2024-02-10,Intermarché,GPLc,0,2,0
34600001,2024-03-08,Intermarché,GPLc,1,0,0
71100002,2024-07-19,Auchan,GPLc,0,1,0
